Date;Ouverture;Plus Haut;Plus Bas;Cloture
01/09/2021;47235.98;48918.35;46661.66;48757.11
02/09/2021;48839.15;50296.02;48751.60;49362.54
03/09/2021;49334.71;50988.61;48544.05;49995.96
06/09/2021;51715.64;52699.39;51223.90;52644.50
07/09/2021;52665.75;52875.47;46040.66;47001.72
08/09/2021;46948.07;47375.88;44851.76;46125.21
09/09/2021;46152.20;47296.53;45855.32;46445.90
10/09/2021;46458.11;47077.13;44510.99;44905.92
13/09/2021;46124.59;46467.01;43973.41;45098.41
14/09/2021;45047.64;47224.14;44975.58;47068.17
15/09/2021;47102.82;48470.79;46834.06;48156.64
16/09/2021;48191.92;48477.80;47184.15;47856.64
17/09/2021;47818.25;48160.23;46972.60;47247.12
20/09/2021;47277.80;47282.32;42756.98;42980.49
21/09/2021;43004.29;43563.68;40120.41;40604.20
22/09/2021;40645.45;43990.65;40645.45;43621.12
23/09/2021;43610.27;44912.58;43219.98;44862.74
24/09/2021;44900.09;45076.77;41087.52;42800.25
27/09/2021;43232.24;44305.21;42345.31;42402.95
28/09/2021;42324.72;42782.23;41095.73;41104.70
29/09/2021;41100.52;42551.28;40985.34;41579.65
30/09/2021;41586.20;44039.82;41547.68;43858.37
01/10/2021;43868.93;48577.02;43403.41;48122.14
04/10/2021;48235.34;49469.75;47304.81;49325.28
05/10/2021;49275.33;51785.77;49191.41;51600.50
06/10/2021;51557.89;55576.60;50582.82;55433.61
07/10/2021;55439.70;55439.70;53711.69;53834.88
08/10/2021;53839.16;55851.68;53788.46;53945.19
11/10/2021;54749.03;57763.84;54708.63;57426.41
12/10/2021;57462.37;57615.73;54826.30;56290.71
13/10/2021;56090.72;57656.89;54462.67;57433.30
14/10/2021;57435.08;58423.51;57072.68;57435.25
15/10/2021;57397.57;62566.17;57012.27;61501.82
18/10/2021;61565.74;62472.16;60307.12;61988.39
19/10/2021;62009.52;64418.46;61754.30;64323.18
20/10/2021;64288.68;66890.89;63662.11;66109.15
21/10/2021;66066.23;66565.97;62321.74;62388.80
22/10/2021;62292.82;63645.11;60416.15;60766.32
25/10/2021;61032.37;63555.77;60919.72;62894.18
26/10/2021;62903.51;63990.79;62538.85;63391.79
27/10/2021;63384.57;63583.85;58394.76;58640.08
28/10/2021;58577.42;62045.93;58413.83;60652.29
29/10/2021;60701.83;62994.41;60547.86;62293.01
01/11/2021;61355.80;62374.91;59873.55;61146.91
02/11/2021;61081.81;64167.16;60864.28;63218.10
03/11/2021;63260.67;63487.79;61772.58;63046.17
04/11/2021;63014.22;63129.24;60929.92;61448.73
05/11/2021;61489.55;62539.14;60929.07;61142.75
08/11/2021;63267.37;67677.81;63267.37;67589.77
09/11/2021;67589.88;68457.48;66457.97;67089.20
10/11/2021;67036.77;68692.14;64402.23;64959.27
11/11/2021;65057.84;65533.05;64376.02;64910.77
12/11/2021;64929.07;65445.00;62645.53;64263.42
15/11/2021;65472.96;66232.13;63693.23;63843.13
16/11/2021;63782.38;63782.38;59382.31;60317.27
17/11/2021;60255.37;60725.38;59015.10;60439.49
18/11/2021;60430.90;60881.93;56702.85;56907.93
19/11/2021;56959.61;58334.61;55805.93;58086.39
22/11/2021;58876.70;59057.63;55869.79;56462.30
23/11/2021;56415.20;57791.48;55882.57;57716.60
24/11/2021;57632.46;57703.30;56008.50;57196.67
25/11/2021;57204.53;59438.17;57145.60;58595.09
26/11/2021;58644.87;59179.14;53759.68;53825.55
29/11/2021;57263.15;58727.89;56932.70;57889.96
30/11/2021;57799.51;58960.34;56092.83;57032.30
01/12/2021;56985.05;58931.73;56640.63;57217.66
02/12/2021;57218.39;57309.96;55993.12;56448.38
03/12/2021;56514.00;57432.70;52983.80;53821.99
06/12/2021;49446.46;50953.03;47523.79;50563.89
07/12/2021;50625.31;51895.80;50301.63;50615.04
08/12/2021;50689.68;50932.84;48867.05;50389.39
09/12/2021;50470.59;50741.14;47457.63;47920.49
10/12/2021;47879.76;49840.20;47414.36;47414.36
13/12/2021;50088.05;50156.72;46281.56;46834.77
14/12/2021;46810.45;48614.34;46568.62;48431.84
15/12/2021;48430.03;49450.11;46815.09;48838.75
16/12/2021;48899.01;49349.00;47654.34;47704.04
17/12/2021;47666.56;47959.78;45918.09;46342.68
20/12/2021;46770.09;47210.11;45708.63;47059.11
21/12/2021;46924.84;49218.12;46794.84;49008.78
22/12/2021;48963.35;49592.10;48582.02;48695.21
23/12/2021;48669.85;51289.96;48213.20;50842.95
24/12/2021;50868.15;51911.44;50483.32;50868.22
27/12/2021;50871.14;52040.01;50648.79;50805.93
28/12/2021;50785.02;50785.02;47532.64;47754.48
29/12/2021;47686.41;48148.76;46457.92;46565.85
30/12/2021;46622.17;47903.12;46378.88;47171.75
31/12/2021;47183.14;48511.45;45916.62;46387.98
